set,day_no,day_title,sort_order,headword,word_type,meaning_ko,meanings
beginner,23,,11,satellite,,,
beginner,23,,12,wrap,,,
beginner,23,,13,audience,,,
beginner,23,,14,column,,,
beginner,23,,15,enhance,,,
beginner,23,,16,envelope,,,
beginner,23,,17,evident,,,
beginner,23,,18,lessen,,,
beginner,23,,19,respondent,,,
beginner,23,,20,viewer,,,
beginner,23,,21,appealing,,,
beginner,23,,22,brief,,,
beginner,23,,23,commercial,,,
beginner,23,,24,deliver,,,
beginner,23,,25,limitation,,,
beginner,23,,26,convey,,,
beginner,23,,27,affair,,,
beginner,23,,28,announce,,,
beginner,23,,29,union,,,
beginner,23,,30,verbal,,,
beginner,23,,31,transaction,,,
beginner,23,,32,informative,,,
beginner,23,,33,collect,,,
beginner,23,,34,compelling,,,
beginner,23,,35,signal,,,
beginner,23,,36,medium,,,
beginner,23,,37,transmit,,,
beginner,23,,38,pile,,,
beginner,23,,39,mobile,,,
beginner,23,,40,visible,,,
beginner,24,,1,fossil,,,
beginner,24,,2,atmosphere,,,
beginner,24,,3,straw,,,
beginner,24,,4,wasteful,,,
beginner,24,,5,pollution,,,
beginner,24,,6,recycle,,,
beginner,24,,7,raw,,,
beginner,24,,8,convert,,,
beginner,24,,9,acid,,,
beginner,24,,10,generate,,,
beginner,24,,11,resource,,,
beginner,24,,12,utilize,,,
beginner,24,,13,threaten,,,
beginner,24,,14,peak,,,
beginner,24,,15,(the) chances are (that),,,
beginner,24,,16,surface,,,
beginner,24,,17,sweep,,,
beginner,24,,18,fragile,,,
beginner,24,,19,conserve,,,
beginner,24,,20,pesticide,,,
beginner,24,,21,litter,,,
beginner,24,,22,discard,,,
beginner,24,,23,remain,,,
beginner,24,,24,landfill,,,
beginner,24,,25,fabric,,,
beginner,24,,26,purify,,,
beginner,24,,27,cherish,,,
beginner,24,,28,suitable,,,
beginner,24,,29,endangered,,,
beginner,24,,30,steep,,,
beginner,24,,31,transform,,,
beginner,24,,32,landscape,,,
beginner,24,,33,reduce,,,
beginner,24,,34,cliff,,,
beginner,24,,35,incline,,,
beginner,24,,36,dispose of,,,
beginner,24,,37,filter,,,
beginner,24,,38,accumulate,,,
beginner,24,,39,ecosystem,,,
beginner,24,,40,rainforest,,,
beginner,25,,1,enrich,,,
beginner,25,,2,take over,,,
beginner,25,,3,shadow,,,
beginner,25,,4,hatch,,,
beginner,25,,5,pest,,,
beginner,25,,6,temperate,,,
beginner,25,,7,originate,,,
beginner,25,,8,crop,,,
beginner,25,,9,drought,,,
beginner,25,,10,earthquake,,,
beginner,25,,11,barren,,,
beginner,25,,12,ripe,,,
beginner,25,,13,creature,,,
beginner,25,,14,phenomenon,,,
beginner,25,,15,fierce,,,
beginner,25,,16,agriculture,,,
beginner,25,,17,climate,,,
beginner,25,,18,sufficient,,,
beginner,25,,19,native,,,
beginner,25,,20,harvest,,,
beginner,25,,21,humid,,,
beginner,25,,22,cultivate,,,
beginner,25,,23,fertile,,,
beginner,25,,24,light,,,
beginner,25,,25,resistant,,,
beginner,25,,26,weed,,,
beginner,25,,27,annual,,,
beginner,25,,28,tide,,,
beginner,25,,29,float,,,
beginner,25,,30,tropical,,,
beginner,25,,31,eruption,,,
beginner,25,,32,wave,,,
beginner,25,,33,transplant,,,
beginner,25,,34,intense,,,
beginner,25,,35,drain,,,
beginner,25,,36,take advantage of,,,
beginner,25,,37,durable,,,
beginner,25,,38,melt,,,
beginner,25,,39,folk,,,
beginner,25,,40,freeze,,,
beginner,26,,1,be known for,,,
beginner,26,,2,considerable,,,
beginner,26,,3,optical,,,
beginner,26,,4,optional,,,
beginner,26,,5,still,,,
beginner,26,,6,regard,,,
beginner,26,,7,instinct,,,
beginner,26,,8,scared,,,
beginner,26,,9,charge,,,
beginner,26,,10,considerate,,,
beginner,26,,11,site,,,
beginner,26,,12,literate,,,
beginner,26,,13,correct,,,
beginner,26,,14,air,,,
beginner,26,,15,develop,,,
beginner,26,,16,check,,,
beginner,26,,17,vogue,,,
beginner,26,,18,literary,,,
beginner,26,,19,expend,,,
beginner,26,,20,tip,,,
beginner,26,,21,expand,,,
beginner,26,,22,mass,,,
beginner,26,,23,yield,,,
beginner,26,,24,custom,,,
beginner,26,,25,optimal,,,
beginner,26,,26,mess,,,
beginner,26,,27,object,,,
beginner,26,,28,famine,,,
beginner,26,,29,wander,,,
beginner,26,,30,literal,,,
beginner,26,,31,sacred,,,
beginner,26,,32,wonder,,,
beginner,26,,33,account,,,
beginner,26,,34,vague,,,
beginner,26,,35,be known as,,,
beginner,26,,36,feminine,,,
beginner,26,,37,cite,,,
beginner,26,,38,vein,,,
beginner,26,,39,vain,,,
beginner,26,,40,extinct,,,
beginner,27,,1,bill,,,
beginner,27,,2,require,,,
beginner,27,,3,bear,,,
beginner,27,,4,compliment,,,
beginner,27,,5,inquire,,,
beginner,27,,6,defect,,,
beginner,27,,7,character,,,
beginner,27,,8,principle,,,
beginner,27,,9,subject,,,
beginner,27,,10,contract,,,
beginner,27,,11,imitate,,,
beginner,27,,12,carve,,,
beginner,27,,13,principal,,,
beginner,27,,14,frame,,,
beginner,27,,15,lie2,,,
beginner,27,,16,call for,,,
beginner,27,,17,defeat,,,
beginner,27,,18,initiate,,,
beginner,27,,19,balance,,,
beginner,27,,20,successive,,,
beginner,27,,21,absurd,,,
beginner,27,,22,successful,,,
beginner,27,,23,hold,,,
beginner,27,,24,respectable,,,
beginner,27,,25,present,,,
beginner,27,,26,count,,,
beginner,27,,27,complement,,,
beginner,27,,28,draw,,,
beginner,27,,29,call off,,,
beginner,27,,30,corporation,,,
beginner,27,,31,absorb,,,
beginner,27,,32,sound,,,
beginner,27,,33,lie1,,,
beginner,27,,34,cooperation,,,
beginner,27,,35,lay,,,
beginner,27,,36,grave,,,
beginner,27,,37,flame,,,
beginner,27,,38,respective,,,
beginner,27,,39,acquire,,,
beginner,27,,40,curve,,,
beginner,28,,1,simulate,,,
beginner,28,,2,raise,,,
beginner,28,,3,book,,,
beginner,28,,4,solution,,,
beginner,28,,5,current,,,
beginner,28,,6,royal,,,
beginner,28,,7,terrible,,,
beginner,28,,8,condition,,,
beginner,28,,9,conform,,,
beginner,28,,10,rise,,,
beginner,28,,11,be concerned about,,,
beginner,28,,12,rate,,,
beginner,28,,13,conduct,,,
beginner,28,,14,term,,,
beginner,28,,15,loyal,,,
beginner,28,,16,inspire,,,
beginner,28,,17,fine,,,
beginner,28,,18,evolution,,,
beginner,28,,19,emergency,,,
beginner,28,,20,conscience,,,
beginner,28,,21,calculate,,,
beginner,28,,22,expire,,,
beginner,28,,23,fair,,,
beginner,28,,24,revolution,,,
beginner,28,,25,defend,,,
beginner,28,,26,personal,,,
beginner,28,,27,terrific,,,
beginner,28,,28,confirm,,,
beginner,28,,29,stimulate,,,
beginner,28,,30,feature,,,
beginner,28,,31,personnel,,,
beginner,28,,32,neural,,,
beginner,28,,33,be concerned with,,,
beginner,28,,34,critical,,,
beginner,28,,35,press,,,
beginner,28,,36,conscious,,,
beginner,28,,37,neutral,,,
beginner,28,,38,depend,,,
beginner,28,,39,circulate,,,
beginner,28,,40,emergence,,,
beginner,29,,1,dismiss,,,
beginner,29,,2,correspond,,,
beginner,29,,3,dessert,,,
beginner,29,,4,company,,,
beginner,29,,5,sow,,,
beginner,29,,6,proceed,,,
beginner,29,,7,appreciate,,,
beginner,29,,8,ethical,,,
beginner,29,,9,explore,,,
beginner,29,,10,break,,,
beginner,29,,11,statue,,,
beginner,29,,12,consistent,,,
beginner,29,,13,case,,,
beginner,29,,14,saw,,,
beginner,29,,15,brake,,,
beginner,29,,16,desert,,,
beginner,29,,17,explode,,,
beginner,29,,18,decline,,,
beginner,29,,19,reflect,,,
beginner,29,,20,constant,,,
beginner,29,,21,hostility,,,
beginner,29,,22,be engaged to,,,
beginner,29,,23,post,,,
beginner,29,,24,waste,,,
beginner,29,,25,precede,,,
beginner,29,,26,waist,,,
beginner,29,,27,suit,,,
beginner,29,,28,addition,,,
beginner,29,,29,figure,,,
beginner,29,,30,hospitality,,,
beginner,29,,31,substitute,,,
beginner,29,,32,status,,,
beginner,29,,33,sew,,,
beginner,29,,34,be engaged in,,,
beginner,29,,35,reserve,,,
beginner,29,,36,state,,,
beginner,29,,37,ethnic,,,
beginner,29,,38,addiction,,,
beginner,29,,39,article,,,
beginner,29,,40,constitute,,,
beginner,30,,1,adapt,,,
beginner,30,,2,release,,,
beginner,30,,3,adopt,,,
beginner,30,,4,phrase,,,
beginner,30,,5,interpret,,,
beginner,30,,6,interrupt,,,
beginner,30,,7,attitude,,,
beginner,30,,8,mediate,,,
beginner,30,,9,council,,,
beginner,30,,10,counsel,,,
beginner,30,,11,moral,,,
beginner,30,,12,meditate,,,
beginner,30,,13,phase,,,
beginner,30,,14,margin,,,
beginner,30,,15,make up,,,
beginner,30,,16,affect,,,
beginner,30,,17,aptitude,,,
beginner,30,,18,board,,,
beginner,30,,19,fright,,,
beginner,30,,20,altitude,,,
beginner,30,,21,effect,,,
beginner,30,,22,mortal,,,
beginner,30,,23,spontaneously,,,
beginner,30,,24,flight,,,
beginner,30,,25,cover,,,
beginner,30,,26,morale,,,
beginner,30,,27,block,,,
beginner,30,,28,comparative,,,
beginner,30,,29,make up for,,,
beginner,30,,30,reason,,,
beginner,30,,31,excess,,,
beginner,30,,32,competitive,,,
beginner,30,,33,simultaneously,,,
beginner,30,,34,flat,,,
beginner,30,,35,address,,,
beginner,30,,36,even,,,
beginner,30,,37,content,,,
beginner,30,,38,spring,,,
beginner,30,,39,access,,,
beginner,30,,40,issue,,,
